856  430
-1.2635594685736793  2.3751938625445459 -1.0373774387539967
-1.1516044547523259  2.4836513727044198 -0.9849700403444381
-1.4475876526398568  2.1758518451958611 -0.8079114425348380
-2.1731218351940411 -2.4675471978330146 -1.1244059684543264
 2.7505541918983036  2.1739873054222305 -0.9134397245803151
 1.8460067209892830  3.0709239086165638 -0.8612322832591782
-2.7476076309665087 -0.7369777373114855 -1.0218773792358482
 2.3926891079986823  2.6596267536134555 -0.8671667634378368
 1.6019250627199051 -2.1513441054937159 -1.0600263070266280
-2.4229965002764846 -2.1183224207113098 -1.1536737038918534
-1.4938401408699484  2.1301785937133895 -1.0515826848283634
-1.6587910859034583  1.9295941660916083 -1.1127478529421853
-1.5903168076637584 -2.9088412893839921 -0.9785295412953674
-2.4713916161450733 -2.0427700064015655 -1.3033670352931237
-0.5383682171601267  2.9212068521794921 -0.8594372521442764
-1.0222304057407667 -3.1297397476035149 -1.2072571643830436
 2.9130818130064888  0.5316322666050134 -1.1055182515569970
 0.4756776343583928 -2.9875310887919038 -1.0212130918036264
-1.8025586961802076  1.7506936786584331 -0.9305702067671016
-0.0691589074462630 -3.1576421252198634 -1.0250800622267855
-0.1601410895619540 -3.1658579812030294 -1.2240822713510631
-1.9517628460431569 -2.6807171294126584 -1.2281058293689260
 2.8604546772976134  1.8922382992812690 -1.0890067953695146
 2.8656002406560979  1.8732125023210724 -1.0683616575995172
 2.8671296834611208  1.8665537270777306 -1.0464641842754192
 2.9552371801889050  1.0450730179905765 -1.0201501506069486
 2.9476730382816849  0.8444692018502612 -1.0326179684353565
-1.1007545612096408  2.5289496252047150 -0.9017829754873115
-0.8121371613158833  2.7543722032600408 -1.0335438223747493
-2.6493559186967373 -0.0878583767932888 -0.7047242079384569
-2.6918477674153198 -0.2697143991752760 -1.0077487400416143
-2.7258593999100005 -0.4852834552564672 -0.9209118587474193
-0.3133247271641464 -3.1842098759579294 -1.2847748901003824
 2.8400654024896146  1.9490545267324482 -0.8791382579885947
-0.6996088811120105 -3.1840004843441148 -1.2496546035709644
-2.2501688045212029 -2.3782940461457329 -1.4249699263095406
 1.7122994322447282  3.1338556936900943 -0.8263470521236516
-2.6986566865059518 -1.3840679195560601 -0.9276999228358109
-2.7258169551697473 -1.2135442702718062 -0.9879841159962954
-0.3623017120431264  3.0165509777702719 -1.0080360038717524
-1.6960872173723194 -2.8600020312149739 -1.2499541528188984
-2.1428404328524073 -2.5081878102117057 -1.3458799897665519
 2.9490657659833102  1.1588791716834117 -1.0735807366130581
 2.6687637078267441  2.3282994423583858 -1.0347129465725859
 0.7249215723292493  3.3026114552102270 -0.7273334258807623
-1.0563859479326236 -3.1272577624011890 -1.3212630084594590
